ID	Assessment	Class	Group_Number	Group	Subgroup	Scope	Severity	Irreversibility	Criticality_20_years_ago	Overall_criticality	Trend_of_change_(of_current_criticality)	Criticality_in_the_next_20_years	Systemic_activity_(level_of_activity)	Systemic_activity_(no._of_influenced_elements)	Systemic_Activity	Strategic_Relevance_(Value)	Strategic_Relevance_(Rank)	Manageability	Knowledge	Rank	Region	Climate	Human_Development_Index
960	CO-TOL	Factor	7	Natural_resource-use_related_factors	NA	3	3	2	4	3	3	3	3	4	4	13	3	2	1	3	LatAm	Tropics	High
961	CO-TOL	Factor	7	Natural_resource-use_related_factors	NA	3	3	2	4	3	3	3	3	4	4	13	3	2	1	3	LatAm	Tropics	High
962	CO-TOL	Factor	6	Natural_factors	NA	4	3	4	1	4	4	4	1	1	1	13	3	4	2	3	LatAm	Tropics	High
963	CO-TOL	Factor	9	Socio-economic_factors	NA	4	4	3	3	4	3	3	3	4	4	14	4	3	2	2	LatAm	Tropics	High
964	CO-TOL	Factor	9	Socio-economic_factors	NA	4	4	2	1	3	3	4	4	4	4	14	4	3	3	2	LatAm	Tropics	High
965	CO-TOL	Factor	7	Natural_resource-use_related_factors	NA	2	3	3	2	3	3	4	3	4	4	14	4	2	1	2	LatAm	Tropics	High
966	CO-TOL	Factor	7	Natural_resource-use_related_factors	NA	1	3	4	1	3	3	4	3	4	4	14	4	3	1	2	LatAm	Tropics	High
967	CO-TOL	Factor	7	Natural_resource-use_related_factors	NA	3	4	2	4	3	4	3	4	4	4	14	4	2	1	2	LatAm	Tropics	High
968	CO-TOL	Factor	6	Natural_factors	NA	4	3	4	1	4	4	4	4	4	4	16	4	4	2	1	LatAm	Tropics	High
969	GE-DED	Factor	5	Institutional_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	World	Temperate	High
970	GE-DED	Factor	7	Natural_resource-use_related_factors	NA	1	2	1	1	2	1	1	2	2	2	6	1	3	3	11	World	Temperate	High
971	GE-DED	Factor	9	Socio-economic_factors	NA	4	4	3	4	4	1	1	1	1	1	7	1	2	1	10	World	Temperate	High
972	GE-DED	Factor	7	Natural_resource-use_related_factors	NA	2	1	1	3	2	2	1	3	1	2	7	1	1	1	10	World	Temperate	High
973	GE-DED	Factor	7	Natural_resource-use_related_factors	NA	2	1	3	4	3	1	1	3	3	3	8	2	3	1	9	World	Temperate	High
974	GE-DED	Factor	4	Infrastructure-related_factors	NA	3	3	2	4	3	2	1	3	2	3	9	2	3	1	8	World	Temperate	High
975	GE-DED	Factor	8	Socio-cultural_factors	NA	3	4	1	1	3	1	1	4	4	4	9	2	2	2	8	World	Temperate	High
976	GE-DED	Factor	8	Socio-cultural_factors	NA	2	2	1	1	2	1	4	1	3	2	9	2	3	1	8	World	Temperate	High
977	GE-DED	Factor	9	Socio-economic_factors	NA	4	3	3	4	4	2	1	2	1	2	9	2	1	1	8	World	Temperate	High
978	GE-DED	Factor	7	Natural_resource-use_related_factors	NA	2	2	1	3	2	2	1	4	4	4	9	2	2	3	8	World	Temperate	High
979	GE-DED	Factor	7	Natural_resource-use_related_factors	NA	2	3	2	4	3	2	1	3	3	3	9	2	3	1	8	World	Temperate	High
980	GE-DED	Factor	7	Natural_resource-use_related_factors	NA	4	3	2	4	3	2	2	1	2	2	9	2	1	1	8	World	Temperate	High
981	GE-DED	Factor	4	Infrastructure-related_factors	NA	2	2	2	4	2	2	4	1	1	1	9	2	1	1	8	World	Temperate	High
982	GE-DED	Factor	4	Infrastructure-related_factors	NA	3	2	1	2	2	2	3	1	2	2	9	2	1	1	8	World	Temperate	High
983	GE-DED	Factor	2	Governance-related_factors	NA	4	3	2	3	3	2	1	4	4	4	10	2	2	2	7	World	Temperate	High
984	GE-DED	Factor	2	Governance-related_factors	NA	4	3	1	4	3	2	1	4	4	4	10	2	2	2	7	World	Temperate	High
985	GE-DED	Factor	9	Socio-economic_factors	NA	4	2	1	2	2	1	4	3	3	3	10	2	3	3	7	World	Temperate	High
986	GE-DED	Factor	9	Socio-economic_factors	NA	4	3	1	4	3	2	1	4	3	4	10	2	3	2	7	World	Temperate	High
987	GE-DED	Factor	9	Socio-economic_factors	NA	4	2	1	1	2	2	4	1	2	2	10	2	3	3	7	World	Temperate	High
988	GE-DED	Factor	7	Natural_resource-use_related_factors	NA	4	2	1	1	2	3	2	2	3	3	10	2	3	1	7	World	Temperate	High
989	GE-DED	Factor	8	Socio-cultural_factors	NA	4	2	2	4	3	2	3	1	2	2	10	2	2	2	7	World	Temperate	High
990	GE-DED	Factor	2	Governance-related_factors	NA	4	2	1	4	2	2	3	3	4	4	11	3	2	1	6	World	Temperate	High
991	GE-DED	Factor	2	Governance-related_factors	NA	4	3	1	4	3	2	2	4	3	4	11	3	3	2	6	World	Temperate	High
992	GE-DED	Factor	8	Socio-cultural_factors	NA	3	2	1	2	2	2	4	1	4	3	11	3	2	1	6	World	Temperate	High
993	GE-DED	Factor	8	Socio-cultural_factors	NA	2	4	1	2	2	2	4	2	4	3	11	3	3	1	6	World	Temperate	High
994	GE-DED	Factor	9	Socio-economic_factors	NA	1	1	1	1	1	3	4	3	2	3	11	3	1	1	6	World	Temperate	High
995	GE-DED	Factor	9	Socio-economic_factors	NA	3	1	2	3	2	2	3	4	4	4	11	3	2	2	6	World	Temperate	High
996	GE-DED	Factor	9	Socio-economic_factors	NA	3	4	2	3	3	2	3	2	4	3	11	3	2	2	6	World	Temperate	High
997	GE-DED	Factor	9	Socio-economic_factors	NA	4	4	3	4	4	2	1	4	4	4	11	3	3	1	6	World	Temperate	High
998	GE-DED	Factor	5	Institutional_factors	NA	3	3	1	1	2	3	4	1	3	2	11	3	3	2	6	World	Temperate	High
999	GE-DED	Factor	5	Institutional_factors	NA	3	3	1	4	2	3	4	1	3	2	11	3	3	3	6	World	Temperate	High
1000	GE-DED	Factor	5	Institutional_factors	NA	4	3	1	3	3	2	4	1	2	2	11	3	3	1	6	World	Temperate	High
1001	GE-DED	Factor	7	Natural_resource-use_related_factors	NA	1	4	1	1	2	2	4	3	3	3	11	3	3	3	6	World	Temperate	High
1002	GE-DED	Factor	7	Natural_resource-use_related_factors	NA	3	3	2	3	3	2	3	3	3	3	11	3	1	2	6	World	Temperate	High
1003	GE-DED	Factor	7	Natural_resource-use_related_factors	NA	3	3	2	1	3	3	3	1	2	2	11	3	3	1	6	World	Temperate	High
1004	GE-DED	Factor	2	Governance-related_factors	NA	4	4	1	1	3	1	4	4	4	4	12	3	3	1	5	World	Temperate	High
1005	GE-DED	Factor	2	Governance-related_factors	NA	2	3	3	2	3	1	4	4	4	4	12	3	2	2	5	World	Temperate	High
1006	GE-DED	Factor	8	Socio-cultural_factors	NA	3	3	1	2	2	2	4	4	3	4	12	3	2	1	5	World	Temperate	High
1007	GE-DED	Factor	1	Demographic_factors	NA	2	3	2	1	3	3	4	2	2	2	12	3	3	1	5	World	Temperate	High
1008	GE-DED	Factor	9	Socio-economic_factors	NA	3	4	1	2	3	2	4	2	3	3	12	3	2	1	5	World	Temperate	High
1009	GE-DED	Factor	5	Institutional_factors	NA	4	4	1	2	3	3	4	1	3	2	12	3	3	3	5	World	Temperate	High
1010	GE-DED	Factor	7	Natural_resource-use_related_factors	NA	4	3	3	3	4	3	3	1	2	2	12	3	3	2	5	World	Temperate	High
1011	GE-DED	Factor	7	Natural_resource-use_related_factors	NA	4	2	2	1	3	3	3	3	3	3	12	3	3	1	5	World	Temperate	High
1012	GE-DED	Factor	4	Infrastructure-related_factors	NA	4	2	2	2	3	3	4	1	2	2	12	3	1	1	5	World	Temperate	High
1013	GE-DED	Factor	4	Infrastructure-related_factors	NA	1	3	3	2	3	3	3	3	2	3	12	3	2	2	5	World	Temperate	High
1014	GE-DED	Factor	2	Governance-related_factors	NA	4	4	1	3	3	2	4	3	4	4	13	3	4	1	4	World	Temperate	High
1015	GE-DED	Factor	1	Demographic_factors	NA	2	3	2	1	3	3	4	2	3	3	13	3	3	1	4	World	Temperate	High
1016	GE-DED	Factor	7	Natural_resource-use_related_factors	NA	4	3	1	1	3	3	3	4	4	4	13	3	2	3	4	World	Temperate	High
1017	GE-DED	Factor	10	Spatial_factors	NA	4	4	2	2	3	4	3	3	2	3	13	3	3	1	4	World	Temperate	High
1018	GE-DED	Factor	2	Governance-related_factors	NA	4	3	2	4	3	3	4	4	4	4	14	4	2	2	3	World	Temperate	High
1019	GE-DED	Factor	2	Governance-related_factors	NA	4	3	1	1	3	3	4	4	4	4	14	4	2	2	3	World	Temperate	High
1020	GE-DED	Factor	2	Governance-related_factors	NA	4	4	1	1	3	3	4	4	4	4	14	4	2	3	3	World	Temperate	High
1021	GE-DED	Factor	7	Natural_resource-use_related_factors	NA	1	4	4	1	4	3	4	3	2	3	14	4	2	1	3	World	Temperate	High
1022	GE-DED	Factor	4	Infrastructure-related_factors	NA	4	4	2	4	3	4	4	3	3	3	14	4	2	1	3	World	Temperate	High
1023	GE-DED	Factor	4	Infrastructure-related_factors	NA	4	4	4	4	4	4	4	3	2	3	15	4	4	1	2	World	Temperate	High
1024	GE-DED	Factor	6	Natural_factors	NA	4	4	4	1	4	4	4	4	4	4	16	4	3	2	1	World	Temperate	High
1025	GE-TUS	Factor	4	Infrastructure-related_factors	NA	2	2	2	3	2	1	1	2	2	2	6	1	3	1	8	World	Temperate	High
1026	GE-TUS	Factor	2	Governance-related_factors	NA	4	4	2	4	3	1	1	1	1	1	6	1	3	1	8	World	Temperate	High
1027	GE-TUS	Factor	5	Institutional_factors	NA	4	3	2	4	3	1	1	1	3	2	7	1	3	2	7	World	Temperate	High
1028	GE-TUS	Factor	8	Socio-cultural_factors	NA	3	3	2	4	3	1	1	2	2	2	7	1	3	1	7	World	Temperate	High
1029	GE-TUS	Factor	8	Socio-cultural_factors	NA	4	3	2	4	3	1	1	1	2	2	7	1	2	1	7	World	Temperate	High
1030	GE-TUS	Factor	8	Socio-cultural_factors	NA	4	4	2	4	3	1	1	1	2	2	7	1	2	1	7	World	Temperate	High
1031	GE-TUS	Factor	8	Socio-cultural_factors	NA	4	3	2	4	3	1	1	1	2	2	7	1	2	1	7	World	Temperate	High
1032	GE-TUS	Factor	8	Socio-cultural_factors	NA	4	4	2	4	3	1	1	2	1	2	7	1	1	1	7	World	Temperate	High
1033	GE-TUS	Factor	4	Infrastructure-related_factors	NA	1	2	2	4	2	1	1	3	2	3	7	1	3	3	7	World	Temperate	High
1034	GE-TUS	Factor	2	Governance-related_factors	NA	4	3	2	4	3	1	1	1	3	2	7	1	2	1	7	World	Temperate	High
1035	GE-TUS	Factor	1	Demographic_factors	NA	2	1	4	3	3	2	1	1	1	1	7	1	3	2	7	World	Temperate	High
1036	GE-TUS	Factor	9	Socio-economic_factors	NA	3	3	4	4	4	1	1	1	1	1	7	1	3	2	7	World	Temperate	High
1037	GE-TUS	Factor	2	Governance-related_factors	NA	2	3	3	3	3	1	1	1	2	2	7	1	3	3	7	World	Temperate	High
1038	GE-TUS	Factor	7	Natural_resource-use_related_factors	NA	3	3	3	3	3	2	1	1	1	1	7	1	2	2	7	World	Temperate	High
1039	GE-TUS	Factor	7	Natural_resource-use_related_factors	NA	2	3	2	3	3	1	1	3	2	3	8	2	2	1	6	World	Temperate	High
1040	GE-TUS	Factor	5	Institutional_factors	NA	4	4	2	4	3	1	1	3	3	3	8	2	3	1	6	World	Temperate	High
1041	GE-TUS	Factor	8	Socio-cultural_factors	NA	2	4	2	3	3	1	1	3	2	3	8	2	2	1	6	World	Temperate	High
1042	GE-TUS	Factor	2	Governance-related_factors	NA	4	2	2	4	3	1	1	2	4	3	8	2	3	1	6	World	Temperate	High
1043	GE-TUS	Factor	2	Governance-related_factors	NA	4	4	2	4	3	1	1	2	3	3	8	2	3	1	6	World	Temperate	High
1044	GE-TUS	Factor	2	Governance-related_factors	NA	4	2	2	4	3	1	1	3	3	3	8	2	3	1	6	World	Temperate	High
1045	GE-TUS	Factor	2	Governance-related_factors	NA	4	4	2	4	3	1	1	3	3	3	8	2	2	1	6	World	Temperate	High
1046	GE-TUS	Factor	2	Governance-related_factors	NA	4	3	2	4	3	1	1	3	3	3	8	2	2	3	6	World	Temperate	High
1047	GE-TUS	Factor	9	Socio-economic_factors	NA	4	4	4	4	4	1	1	1	2	2	8	2	3	2	6	World	Temperate	High
1048	GE-TUS	Factor	9	Socio-economic_factors	NA	3	3	4	4	4	1	1	3	1	2	8	2	3	2	6	World	Temperate	High
1049	GE-TUS	Factor	7	Natural_resource-use_related_factors	NA	2	3	4	4	4	1	1	1	2	2	8	2	3	3	6	World	Temperate	High
1050	GE-TUS	Factor	7	Natural_resource-use_related_factors	NA	3	3	3	4	3	2	1	1	3	2	8	2	2	2	6	World	Temperate	High
1051	GE-TUS	Factor	5	Institutional_factors	NA	4	3	2	4	3	1	1	4	4	4	9	2	3	2	5	World	Temperate	High
1052	GE-TUS	Factor	8	Socio-cultural_factors	NA	4	4	2	4	3	1	1	4	4	4	9	2	1	1	5	World	Temperate	High
1053	GE-TUS	Factor	8	Socio-cultural_factors	NA	4	3	2	4	3	1	1	4	4	4	9	2	1	2	5	World	Temperate	High
1054	GE-TUS	Factor	2	Governance-related_factors	NA	4	4	2	4	3	2	1	3	2	3	9	2	2	4	5	World	Temperate	High
1055	GE-TUS	Factor	2	Governance-related_factors	NA	4	3	2	4	3	1	1	4	4	4	9	2	3	1	5	World	Temperate	High
1056	GE-TUS	Factor	2	Governance-related_factors	NA	4	3	2	4	3	1	1	4	4	4	9	2	3	1	5	World	Temperate	High
1057	GE-TUS	Factor	2	Governance-related_factors	NA	4	4	2	4	3	1	1	4	3	4	9	2	3	2	5	World	Temperate	High
1058	GE-TUS	Factor	1	Demographic_factors	NA	4	2	2	1	3	3	2	1	1	1	9	2	3	3	5	World	Temperate	High
1059	GE-TUS	Factor	9	Socio-economic_factors	NA	4	4	4	3	4	1	1	3	3	3	9	2	3	2	5	World	Temperate	High
1060	GE-TUS	Factor	4	Infrastructure-related_factors	NA	1	3	3	2	3	2	3	2	1	2	10	2	3	2	4	World	Temperate	High
1061	GE-TUS	Factor	2	Governance-related_factors	NA	4	3	1	1	3	3	1	3	2	3	10	2	2	1	4	World	Temperate	High
1062	GE-TUS	Factor	7	Natural_resource-use_related_factors	NA	4	3	2	4	3	2	1	3	4	4	10	2	2	1	4	World	Temperate	High
1063	GE-TUS	Factor	2	Governance-related_factors	NA	4	4	3	2	4	2	2	3	2	3	11	3	4	2	3	World	Temperate	High
1064	GE-TUS	Factor	2	Governance-related_factors	NA	4	4	2	4	3	2	2	4	4	4	11	3	2	1	3	World	Temperate	High
1065	GE-TUS	Factor	4	Infrastructure-related_factors	NA	1	2	3	1	3	3	3	2	1	2	11	3	3	2	3	World	Temperate	High
1066	GE-TUS	Factor	7	Natural_resource-use_related_factors	NA	4	4	4	1	4	2	3	3	1	2	11	3	3	2	3	World	Temperate	High
1067	GE-TUS	Factor	4	Infrastructure-related_factors	NA	2	4	2	2	3	3	3	4	3	4	13	3	3	2	2	World	Temperate	High
1068	GE-TUS	Factor	10	Spatial_factors	NA	1	3	3	2	3	4	4	1	2	2	13	3	3	3	2	World	Temperate	High
1069	GE-TUS	Factor	6	Natural_factors	NA	4	4	3	1	4	4	4	1	1	1	13	3	3	2	2	World	Temperate	High
1070	GE-TUS	Factor	9	Socio-economic_factors	NA	4	1	3	1	3	3	3	4	3	4	13	3	3	2	2	World	Temperate	High
1071	GE-TUS	Factor	6	Natural_factors	NA	4	4	4	1	4	4	4	4	4	4	16	4	4	2	1	World	Temperate	High
1072	NA-OKF	Factor	6	Natural_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	World	Tropics	Medium
1073	NA-OKF	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	NA	NA	NA	NA	NA	World	Tropics	Medium
1074	NA-OKF	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	World	Tropics	Medium
1075	NA-OKF	Factor	5	Institutional_factors	NA	3	3	1	4	2	2	1	1	2	2	7	1	2	1	10	World	Tropics	Medium
1076	NA-OKF	Factor	1	Demographic_factors	NA	2	2	2	3	2	2	2	1	2	2	8	1	4	1	9	World	Tropics	Medium
1077	NA-OKF	Factor	7	Natural_resource-use_related_factors	NA	4	2	2	1	3	2	2	1	2	2	9	2	3	1	8	World	Tropics	Medium
1078	NA-OKF	Factor	7	Natural_resource-use_related_factors	NA	2	2	3	3	3	2	2	1	2	2	9	2	3	1	8	World	Tropics	Medium
1079	NA-OKF	Factor	8	Socio-cultural_factors	NA	4	4	4	1	4	2	1	3	2	3	10	2	4	2	7	World	Tropics	Medium
1080	NA-OKF	Factor	7	Natural_resource-use_related_factors	NA	2	3	4	1	4	2	2	1	2	2	10	2	4	1	7	World	Tropics	Medium
1081	NA-OKF	Factor	7	Natural_resource-use_related_factors	NA	2	2	3	3	3	2	2	1	4	3	10	2	3	2	7	World	Tropics	Medium
1082	NA-OKF	Factor	8	Socio-cultural_factors	NA	4	4	4	1	4	2	1	3	2	3	10	2	3	1	7	World	Tropics	Medium
1083	NA-OKF	Factor	5	Institutional_factors	NA	4	4	4	1	4	3	2	1	1	1	10	2	2	1	7	World	Tropics	Medium
1084	NA-OKF	Factor	7	Natural_resource-use_related_factors	NA	2	4	3	3	3	2	4	1	2	2	11	2	3	1	6	World	Tropics	Medium
1085	NA-OKF	Factor	5	Institutional_factors	NA	4	4	4	1	4	2	2	2	3	3	11	2	3	1	6	World	Tropics	Medium
1086	NA-OKF	Factor	9	Socio-economic_factors	NA	4	4	4	1	4	2	1	4	4	4	11	3	3	2	6	World	Tropics	Medium
1087	NA-OKF	Factor	1	Demographic_factors	NA	2	2	3	3	3	3	4	1	1	1	11	3	2	3	6	World	Tropics	Medium
1088	NA-OKF	Factor	9	Socio-economic_factors	NA	2	2	3	3	3	2	4	1	3	2	11	3	3	1	6	World	Tropics	Medium
1089	NA-OKF	Factor	9	Socio-economic_factors	NA	2	4	3	1	3	2	3	2	4	3	11	3	4	1	6	World	Tropics	Medium
1090	NA-OKF	Factor	8	Socio-cultural_factors	NA	2	3	4	1	4	2	1	4	4	4	11	3	2	3	6	World	Tropics	Medium
1091	NA-OKF	Factor	4	Infrastructure-related_factors	NA	2	3	3	3	3	2	4	3	2	3	12	3	1	1	5	World	Tropics	Medium
1092	NA-OKF	Factor	8	Socio-cultural_factors	NA	4	4	4	1	4	2	2	4	3	4	12	3	4	1	5	World	Tropics	Medium
1093	NA-OKF	Factor	7	Natural_resource-use_related_factors	NA	4	3	3	1	4	3	4	1	1	1	12	3	3	1	5	World	Tropics	Medium
1094	NA-OKF	Factor	7	Natural_resource-use_related_factors	NA	4	3	4	2	4	3	4	1	1	1	12	3	3	1	5	World	Tropics	Medium
1095	NA-OKF	Factor	8	Socio-cultural_factors	NA	3	4	4	4	4	3	1	4	4	4	12	3	4	2	5	World	Tropics	Medium
1096	NA-OKF	Factor	5	Institutional_factors	NA	4	4	3	2	4	2	4	3	2	3	13	3	4	1	4	World	Tropics	Medium
1097	NA-OKF	Factor	1	Demographic_factors	NA	2	3	3	1	3	2	4	4	3	4	13	3	2	1	4	World	Tropics	Medium
1098	NA-OKF	Factor	4	Infrastructure-related_factors	NA	2	4	2	2	3	2	4	4	4	4	13	3	2	1	4	World	Tropics	Medium
1099	NA-OKF	Factor	7	Natural_resource-use_related_factors	NA	2	3	4	2	4	3	4	1	3	2	13	3	4	1	4	World	Tropics	Medium
1100	NA-OKF	Factor	5	Institutional_factors	NA	3	2	3	1	3	2	4	4	4	4	13	3	2	1	4	World	Tropics	Medium
1101	NA-OKF	Factor	7	Natural_resource-use_related_factors	NA	4	3	3	1	4	3	4	1	3	2	13	3	4	1	4	World	Tropics	Medium
1102	NA-OKF	Factor	7	Natural_resource-use_related_factors	NA	4	3	4	1	4	4	4	1	2	2	14	3	3	2	3	World	Tropics	Medium
1103	NA-OKF	Factor	7	Natural_resource-use_related_factors	NA	4	4	4	4	4	4	3	3	2	3	14	3	4	3	3	World	Tropics	Medium
1104	NA-OKF	Factor	7	Natural_resource-use_related_factors	NA	4	4	4	4	4	4	3	3	2	3	14	3	4	3	3	World	Tropics	Medium
1105	NA-OKF	Factor	6	Natural_factors	NA	4	2	3	1	3	3	4	4	4	4	14	4	2	1	3	World	Tropics	Medium
1106	NA-OKF	Factor	8	Socio-cultural_factors	NA	4	3	3	1	4	4	2	4	4	4	14	4	1	1	3	World	Tropics	Medium
1107	NA-OKF	Factor	5	Institutional_factors	NA	4	3	4	2	4	4	4	3	3	3	15	4	4	1	2	World	Tropics	Medium
1108	NA-OKF	Factor	9	Socio-economic_factors	NA	4	4	3	3	4	4	4	4	4	4	16	4	2	1	1	World	Tropics	Medium
1109	RU-FCS	Factor	8	Socio-cultural_factors	NA	NA	NA	NA	NA	NA	NA	NA	4	4	4	NA	1	NA	NA	NA	World	Temperate	High
1110	RU-FCS	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	2	1	2	NA	1	NA	NA	NA	World	Temperate	High
1111	RU-FCS	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	2	1	2	NA	1	NA	NA	NA	World	Temperate	High
1112	RU-FCS	Factor	9	Socio-economic_factors	NA	NA	NA	NA	NA	NA	NA	NA	2	1	2	NA	1	NA	NA	NA	World	Temperate	High
1113	RU-FCS	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	4	4	4	NA	1	NA	NA	NA	World	Temperate	High
1114	RU-FCS	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	1	2	2	2	1	NA	NA	NA	World	Temperate	High
1115	RU-FCS	Factor	1	Demographic_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	1	NA	NA	NA	World	Temperate	High
1116	RU-FCS	Factor	6	Natural_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	1	NA	NA	NA	World	Temperate	High
1117	RU-FCS	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	4	4	4	4	1	NA	NA	NA	World	Temperate	High
1118	RU-FCS	Factor	5	Institutional_factors	NA	2	3	3	3	3	1	1	1	3	2	7	1	2	3	8	World	Temperate	High
1119	RU-FCS	Factor	5	Institutional_factors	NA	3	3	3	4	3	1	1	1	2	2	7	1	2	1	8	World	Temperate	High
1120	RU-FCS	Factor	5	Institutional_factors	NA	4	2	2	3	3	1	1	3	2	3	8	2	2	1	7	World	Temperate	High
1121	RU-FCS	Factor	7	Natural_resource-use_related_factors	NA	3	4	3	3	4	1	1	1	3	2	8	2	2	2	7	World	Temperate	High
1122	RU-FCS	Factor	5	Institutional_factors	NA	4	3	3	4	4	1	1	1	3	2	8	2	2	3	7	World	Temperate	High
1123	RU-FCS	Factor	5	Institutional_factors	NA	4	3	3	4	4	1	1	2	1	2	8	2	3	3	7	World	Temperate	High
1124	RU-FCS	Factor	7	Natural_resource-use_related_factors	NA	3	4	3	2	4	2	1	1	2	2	9	2	2	1	6	World	Temperate	High
1125	RU-FCS	Factor	9	Socio-economic_factors	NA	4	2	2	2	3	2	2	3	1	2	9	2	3	2	6	World	Temperate	High
1126	RU-FCS	Factor	5	Institutional_factors	NA	2	3	3	2	3	1	1	4	4	4	9	2	2	3	6	World	Temperate	High
1127	RU-FCS	Factor	5	Institutional_factors	NA	3	3	3	1	3	3	1	1	2	2	9	2	3	3	6	World	Temperate	High
1128	RU-FCS	Factor	7	Natural_resource-use_related_factors	NA	4	4	3	2	4	1	2	2	4	3	10	2	2	1	5	World	Temperate	High
1129	RU-FCS	Factor	9	Socio-economic_factors	NA	4	3	3	2	4	2	2	3	1	2	10	2	4	1	5	World	Temperate	High
1130	RU-FCS	Factor	9	Socio-economic_factors	NA	3	2	2	2	3	2	2	3	2	3	10	2	3	2	5	World	Temperate	High
1131	RU-FCS	Factor	5	Institutional_factors	NA	4	3	3	2	4	2	1	3	2	3	10	2	2	2	5	World	Temperate	High
1132	RU-FCS	Factor	2	Governance-related_factors	NA	4	3	3	1	4	1	1	4	4	4	10	2	2	2	5	World	Temperate	High
1133	RU-FCS	Factor	7	Natural_resource-use_related_factors	NA	4	4	3	1	4	3	1	1	3	2	10	2	2	3	5	World	Temperate	High
1134	RU-FCS	Factor	5	Institutional_factors	NA	4	2	3	1	3	3	2	1	2	2	10	2	3	2	5	World	Temperate	High
1135	RU-FCS	Factor	5	Institutional_factors	NA	4	4	3	1	4	4	1	1	1	1	10	2	3	1	5	World	Temperate	High
1136	RU-FCS	Factor	7	Natural_resource-use_related_factors	NA	1	3	4	2	3	2	2	4	4	4	11	3	1	2	4	World	Temperate	High
1137	RU-FCS	Factor	5	Institutional_factors	NA	2	3	3	1	3	3	1	4	3	4	11	3	2	2	4	World	Temperate	High
1138	RU-FCS	Factor	5	Institutional_factors	NA	4	3	3	3	4	4	1	1	2	2	11	3	2	1	4	World	Temperate	High
1139	RU-FCS	Factor	5	Institutional_factors	NA	4	2	2	1	3	3	2	2	4	3	11	3	4	2	4	World	Temperate	High
1140	RU-FCS	Factor	9	Socio-economic_factors	NA	4	3	3	2	4	2	2	4	4	4	12	3	3	2	3	World	Temperate	High
1141	RU-FCS	Factor	2	Governance-related_factors	NA	4	3	3	1	4	3	2	2	4	3	12	3	3	2	3	World	Temperate	High
1142	RU-FCS	Factor	7	Natural_resource-use_related_factors	NA	4	4	4	4	4	4	2	3	3	3	13	3	3	3	2	World	Temperate	High
1143	RU-FCS	Factor	2	Governance-related_factors	NA	3	3	2	1	3	3	3	4	4	4	13	3	2	1	2	World	Temperate	High
1144	RU-FCS	Factor	2	Governance-related_factors	NA	4	3	3	1	4	3	2	4	4	4	13	3	4	2	2	World	Temperate	High
1145	RU-FCS	Factor	2	Governance-related_factors	NA	4	3	3	1	4	3	3	4	4	4	14	4	2	1	1	World	Temperate	High
1146	RU-FCS	Factor	2	Governance-related_factors	NA	4	3	3	1	4	3	3	4	4	4	14	4	2	2	1	World	Temperate	High
1147	RU-FCS	Factor	2	Governance-related_factors	NA	4	4	3	2	4	4	2	4	4	4	14	4	3	3	1	World	Temperate	High
1148	MY-RSP	Factor	2	Governance-related_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	1	2	2	NA	NA	NA	NA	World	Tropics	High
1149	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	NA	NA	NA	NA	NA	NA	NA	3	2	3	3	NA	NA	NA	NA	World	Tropics	High
1150	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	1	1	1	2	1	2	2	3	1	2	7	1	3	1	10	World	Tropics	High
1151	MY-RSP	Factor	9	Socio-economic_factors	NA	2	3	2	1	3	2	1	1	1	1	7	1	3	3	10	World	Tropics	High
1152	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	4	2	4	NA	4	NA	NA	3	3	3	7	1	NA	NA	10	World	Tropics	High
1153	MY-RSP	Factor	5	Institutional_factors	NA	2	2	2	4	2	3	1	1	1	1	7	1	2	2	10	World	Tropics	High
1154	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	2	2	2	1	2	3	1	1	1	1	7	1	1	2	10	World	Tropics	High
1155	MY-RSP	Factor	9	Socio-economic_factors	NA	1	2	1	1	2	2	1	2	1	2	7	1	4	2	10	World	Tropics	High
1156	MY-RSP	Factor	5	Institutional_factors	NA	1	1	1	3	1	1	2	3	2	3	7	1	3	2	10	World	Tropics	High
1157	MY-RSP	Factor	7	Natural_resource-use_related_factors	NA	1	4	1	3	2	3	1	1	1	1	7	1	3	1	10	World	Tropics	High
